Function,Method,ISE,RMSE,Boundary RMSE,Time
Local spike,Linear,0.5817610784709898,0.7627326389181138,0.803293042258249,0.0003997000003437279
Local spike,Polynomial,0.24274418181816698,0.49269075678174334,0.3076227068654329,0.0006561999998666579
Local spike,Nadaraya-Watson,0.006574245498252994,0.08108172111057457,0.13759382317546354,0.0002234999992651865
Local spike,Local linear,0.004638625282584478,0.06810745394290171,0.09189383314615879,0.003677300001072581
Local spike,Local quadratic,0.004169116784068596,0.06456869817542085,0.09227120387493713,0.003945300000850693
Local spike,B-spline,0.003716000587313389,0.0609590074337943,0.09260157327059589,0.0008120999991660938
Local spike,Smoothing spline,0.12096988093427222,0.347807246811035,0.16587780449831,0.00010169999950448982
Local spike,Linear,0.5757113439982151,0.7587564457704561,0.7446829843624952,0.0004042000000481494
Local spike,Polynomial,0.24269946506774526,0.49264537455226887,0.2537334567788827,0.0006802999996580184
Local spike,Nadaraya-Watson,0.006834403404750962,0.0826704506141763,0.10202755747893301,0.00023490000057790894
Local spike,Local linear,0.007849119124919082,0.08859525452821433,0.05742123958894129,0.0036701000008179108
Local spike,Local quadratic,0.0045729112158276256,0.06762330379261003,0.057767509713855844,0.0038908999995328486
Local spike,B-spline,0.003658436262372935,0.06048500857545558,0.05762303456804379,0.0008080999996309401
Local spike,Smoothing spline,0.1403169606929173,0.37458905575699525,0.11760097461026532,9.930000123858918e-05
Local spike,Linear,0.5775881031422243,0.7599921730795813,0.6309913175443094,0.0003826000011031283
Local spike,Polynomial,0.24377249067036258,0.49373321811517057,0.24405735536469136,0.0006822000013926299
Local spike,Nadaraya-Watson,0.007911405678048523,0.08894608298316753,0.06634903345360134,0.00020000000040454324
Local spike,Local linear,0.007129445789133985,0.08443604555599453,0.039989650744312134,0.0037183999993430916
Local spike,Local quadratic,0.0035984153416231536,0.05998679305999908,0.04025587707631289,0.00397750000047381
Local spike,B-spline,0.003447924441881847,0.05871902964015879,0.05200135198623273,0.0008467000006930903
Local spike,Smoothing spline,0.156748928182113,0.3959153043039799,0.13041182080397565,9.970000064640772e-05
Local spike,Linear,0.5759124669429384,0.75888896878459,0.6516302752742479,0.0004251000009389827
Local spike,Polynomial,0.24251703059708227,0.49246018173765305,0.28520377881663855,0.0007089000009727897
Local spike,Nadaraya-Watson,0.00782156057914646,0.08843958717195857,0.07548821642073107,0.00023150000015448313
Local spike,Local linear,0.007528613703989422,0.08676758440794248,0.03705197535584202,0.0037652000009984476
Local spike,Local quadratic,0.0027592550003468267,0.05252861125469459,0.05881777886989107,0.003960000000006403
Local spike,B-spline,0.0030558037141174515,0.055279324472332796,0.06949645589320758,0.0008416999990004115
Local spike,Smoothing spline,0.12994718260202795,0.36048187555274946,0.13261571590953988,0.00010699999984353781
Local spike,Linear,0.583836650658112,0.7640920433155367,0.7864371853991055,0.0004186999994999496
Local spike,Polynomial,0.24581805860634554,0.4958004221522462,0.36513493124472607,0.0006884000013087643
Local spike,Nadaraya-Watson,0.007191209827173946,0.08480100133355706,0.07691047784856533,0.00021860000015294645
Local spike,Local linear,0.005700496836129649,0.07550163465865921,0.07164971431654298,0.003654199999800767
Local spike,Local quadratic,0.0031883810491428943,0.05646575111643247,0.07260460727917227,0.003977399999712361
Local spike,B-spline,0.00320000291126439,0.05656856822710285,0.06619608574902695,0.0008553000006941147
Local spike,Smoothing spline,0.13166457213627306,0.3628561314574594,0.1658090154678673,0.00010140000085812062
Local spike,Linear,0.5814009815029426,0.7624965452400048,0.6582183479978889,0.00040520000038668513
Local spike,Polynomial,0.24731244127547344,0.4973051792164178,0.2809677119070729,0.0006797000005462905
Local spike,Nadaraya-Watson,0.01020500443820167,0.10101982200638482,0.09370622168515015,0.0002351000002818182
Local spike,Local linear,0.006239296591973983,0.07898921820080246,0.05036813273837432,0.0037420000007841736
Local spike,Local quadratic,0.0036519204639036016,0.06043112165021928,0.049815156003880444,0.003945099999327795
Local spike,B-spline,0.00340783345575786,0.05837665163194837,0.060194628349369124,0.0008471000001009088
Local spike,Smoothing spline,0.12273191809458174,0.3503311549014471,0.16264650918983245,0.0001021999996737577
Local spike,Linear,0.5781488779247973,0.7603610181517707,0.6401105409626819,0.00038580000000365544
Local spike,Polynomial,0.2425118724037714,0.4924549445419057,0.3245099980041839,0.0006620999993174337
Local spike,Nadaraya-Watson,0.006721275028795539,0.08198338263816357,0.08891407852586787,0.00021800000104121864
Local spike,Local linear,0.004717020770502036,0.0686805705458395,0.042900153936229375,0.003703500000483473
Local spike,Local quadratic,0.001657918819121786,0.04071754927696147,0.051450032483652486,0.004032700000607292
Local spike,B-spline,0.0017173088551636012,0.04144042537382551,0.05250554234711537,0.0008203999987017596
Local spike,Smoothing spline,0.1333009429634158,0.36510401663555525,0.16073518340797757,9.789999967324547e-05
Local spike,Linear,0.5770328092310838,0.7596267565265745,0.739993565255144,0.0003524999992805533
Local spike,Polynomial,0.24219122272664567,0.49212927440525794,0.296523421448958,0.0006584000002476387
Local spike,Nadaraya-Watson,0.005071461806709699,0.07121419666548026,0.09074385179071191,0.00023739999960525893
Local spike,Local linear,0.0038595153360283167,0.062124997674272125,0.046582118018769984,0.003870200000164914
Local spike,Local quadratic,0.0013330547405154452,0.03651102217845243,0.05215216883523831,0.004096500000741798
Local spike,B-spline,0.0028981499779807403,0.05383446830777416,0.06492244126095405,0.0008189999989554053
Local spike,Smoothing spline,0.1351522270523124,0.36763055783260506,0.12335475043077891,0.00010010000005422626
Local spike,Linear,0.5757939247330685,0.7588108622924875,0.7457997292844177,0.0004137999985687202
Local spike,Polynomial,0.2419149766089204,0.4918485301481752,0.3225382451143408,0.0007041000008030096
Local spike,Nadaraya-Watson,0.0064711795673030054,0.08044364218074046,0.1032160569494607,0.00021179999930609483
Local spike,Local linear,0.0050628935874369105,0.0711540131506081,0.053853461276286436,0.00360499999987951
Local spike,Local quadratic,0.0022839729510438864,0.04779092958966049,0.07150036599817253,0.003844000000754022
Local spike,B-spline,0.002138192567063796,0.04624059436321938,0.06837949806264369,0.0008077000002231216
Local spike,Smoothing spline,0.13517776169317577,0.3676652848627074,0.12569778715976943,0.00010010000005422626
Local spike,Linear,0.5743134818108488,0.7578347325181453,0.7050604951711441,0.0003242999991925899
Local spike,Polynomial,0.24383184220744036,0.4937933193224068,0.2931869431307052,0.0006666999997833045
Local spike,Nadaraya-Watson,0.006718043176938352,0.0819636698601176,0.07221721216128936,0.0002043999993475154
Local spike,Local linear,0.006176060851035054,0.07858791797111725,0.050127511436365096,0.00373819999913394
Local spike,Local quadratic,0.0036359094296175443,0.06029850271455788,0.0537859178553612,0.003925300001355936
Local spike,B-spline,0.0023560972212387436,0.048539645870553524,0.07314607307810403,0.0008011000008991687
Local spike,Smoothing spline,0.14920137262247213,0.38626593510491203,0.15957488794555233,0.00011640000047918875
Local spike,Linear,0.5754483041256981,0.7585830897968252,0.6533476967508489,0.00033819999953266233
Local spike,Polynomial,0.24627806564897295,0.49626410876565813,0.25584165611552523,0.0006520999995700549
Local spike,Nadaraya-Watson,0.016404188317958906,0.12807883633902561,0.1012197174586529,0.00022050000006856862
Local spike,Local linear,0.00911833143192015,0.0954899546126196,0.04967516733807283,0.004378700001325342
Local spike,Local quadratic,0.0036987152084646167,0.060817063464661106,0.04793561112552516,0.004719900000054622
Local spike,B-spline,0.00248975686862297,0.04989746354899185,0.05049917819553767,0.001271800001632073
Local spike,Smoothing spline,0.1414828123099398,0.3761420108282772,0.10217699370272637,0.0001384999995934777
Local spike,Linear,0.5748232275130503,0.7581709751191021,0.668381163711545,0.0006782000000384869
Local spike,Polynomial,0.24178931446634197,0.49172076879702975,0.2920547892053978,0.0007693999996263301
Local spike,Nadaraya-Watson,0.004184585460347429,0.06468837190985277,0.04876404430615812,0.00021269999888318125
Local spike,Local linear,0.005022666808010316,0.07087077541561343,0.025972872823497587,0.00414459999956307
Local spike,Local quadratic,0.002254657187205617,0.047483230589394576,0.037576684591648014,0.003982099999120692
Local spike,B-spline,0.0014681170456329064,0.038316015523967344,0.042212163048076776,0.0010053000005427748
Local spike,Smoothing spline,0.14845430495141265,0.38529768355313615,0.14890944900431435,0.00010110000039276201
Local spike,Linear,0.5781439944295015,0.7603578068445812,0.7748839744791481,0.0006374000004143454
Local spike,Polynomial,0.24404675032341341,0.49401088077431393,0.3456831564067105,0.0011254000000917586
Local spike,Nadaraya-Watson,0.008682767787430467,0.09318137038824052,0.09911208617275642,0.00027399999999033753
Local spike,Local linear,0.006493222818739803,0.080580536227676,0.042954074310947825,0.004217699999571778
Local spike,Local quadratic,0.0029476022777137362,0.05429182514627535,0.04485302388657037,0.004078800000570482
Local spike,B-spline,0.0012117365978855112,0.03481000715147171,0.0486014054450449,0.0009313999998994404
Local spike,Smoothing spline,0.16792911634460503,0.409791552309958,0.21020343403255742,0.00010090000068885274
Local spike,Linear,0.5746082843413933,0.7580292107441463,0.6763113046175613,0.0007975000007718336
Local spike,Polynomial,0.24346508862711597,0.49342181612400965,0.31286642787848773,0.0007889999997132691
Local spike,Nadaraya-Watson,0.006067421267946164,0.07789365357939095,0.08060687501477402,0.0004095999993296573
Local spike,Local linear,0.005437975961556496,0.07374263326974767,0.03346665282111445,0.003589500000089174
Local spike,Local quadratic,0.0025277656671743496,0.05027688999107194,0.03936188797713222,0.0038371999999071704
Local spike,B-spline,0.0014502653178974387,0.03808234916463845,0.042470827804708414,0.000812700000096811
Local spike,Smoothing spline,0.1446747278971238,0.38036131230334636,0.13831631801044286,0.00010589999874355271
Local spike,Linear,0.5780334108719768,0.7602850852620856,0.7509191365407258,0.0003998000011051772
Local spike,Polynomial,0.24653017840109162,0.49651805445632247,0.3317668790909936,0.0006379000005836133
Local spike,Nadaraya-Watson,0.008877787375783612,0.09422201110029234,0.08741268566966877,0.00020949999998265412
Local spike,Local linear,0.0059440309716152625,0.07709754192978699,0.019698312087084304,0.0036533000002236804
Local spike,Local quadratic,0.0014418563300102089,0.03797178333987237,0.04709807408115199,0.0039366000000882195
Local spike,B-spline,0.0007857724255010584,0.02803163258715158,0.028717360126425968,0.000811500000054366
Local spike,Smoothing spline,0.17160648276249515,0.41425412823832564,0.18611484519681376,0.00010029999975813553
Local spike,Linear,0.5760727443440695,0.7589945614719973,0.6431345572795076,0.0003532999999151798
Local spike,Polynomial,0.241919872888958,0.49185350754971546,0.26995043700600974,0.0006837000000814442
Local spike,Nadaraya-Watson,0.006172679585715444,0.07856640239768806,0.060001272587753535,0.00021190000006754417
Local spike,Local linear,0.005913350275587434,0.07689831126616133,0.03130295162947405,0.003678600000057486
Local spike,Local quadratic,0.0016293333593955775,0.040365001664753805,0.027192108238501156,0.003976199999669916
Local spike,B-spline,0.00074862818635696,0.02736107063616042,0.027287428540429138,0.0008390000002691522
Local spike,Smoothing spline,0.15567654270066633,0.39455866826197894,0.14218437932519282,0.00011840000115626026
Local spike,Linear,0.5757917441851251,0.7588094254719858,0.7455981993944479,0.00044519999937620014
Local spike,Polynomial,0.2427037867287614,0.4926497607111582,0.3406965547978867,0.0006826000008004485
Local spike,Nadaraya-Watson,0.009352567565990046,0.09670867368540448,0.11019618000935844,0.0002341999988857424
Local spike,Local linear,0.007070997481979628,0.08408922334032838,0.03311912439123463,0.0036318000002211193
Local spike,Local quadratic,0.0026033723160714516,0.051023252699837277,0.04527896354083148,0.0038705000006302726
Local spike,B-spline,0.003446893252220182,0.05871024827251357,0.05704496390467339,0.0008459000000584638
Local spike,Smoothing spline,0.15786672244271094,0.3973244548762522,0.17939576302612087,0.00012199999946460593
Local spike,Linear,0.5763131148707554,0.7591528929476298,0.762679925156189,0.0003727000002982095
Local spike,Polynomial,0.24395797869232624,0.4939210247522636,0.34862427498896775,0.0006840000005468028
Local spike,Nadaraya-Watson,0.007909710305749577,0.08893655213549476,0.07877586891030956,0.0002275000006193295
Local spike,Local linear,0.005475268647365042,0.07399505826313701,0.039498604725743645,0.0036240999997971812
Local spike,Local quadratic,0.002828563100313838,0.053184237329436605,0.04571335924897697,0.0039538000000902684
Local spike,B-spline,0.001852203047416666,0.04303722862146988,0.042206824012424426,0.000809799999842653
Local spike,Smoothing spline,0.15898554271353715,0.398729911987472,0.16586574929212997,9.969999882741831e-05
Local spike,Linear,0.5797010652530691,0.7613810250151163,0.7033115340121068,0.0003632000007200986
Local spike,Polynomial,0.2467445965904903,0.49673392937315075,0.28678000504963663,0.0007007000003795838
Local spike,Nadaraya-Watson,0.008665894031456308,0.09309078381588753,0.07310863115010936,0.00020909999875584617
Local spike,Local linear,0.004798189884219767,0.06926896768553555,0.062447614455882955,0.0036724000001413515
Local spike,Local quadratic,0.002140349918329807,0.046263915942447054,0.06158323386960139,0.003901800000676303
Local spike,B-spline,0.002056764792842865,0.045351568802444585,0.06776898292021884,0.0011967999998887535
Local spike,Smoothing spline,0.14647218353096653,0.38271684511001935,0.17305291209162954,0.00012940000124217477
Local spike,Linear,0.5745363815469293,0.7579817818041072,0.7060473880615274,0.00045339999996940605
Local spike,Polynomial,0.24215873194030962,0.4920962628798451,0.31402197174153046,0.0007863999999244697
Local spike,Nadaraya-Watson,0.006606370532368204,0.08127958250611407,0.08406288286982239,0.0002303000001120381
Local spike,Local linear,0.005560297319552126,0.07456740118545185,0.04365083414861714,0.003644899999926565
Local spike,Local quadratic,0.003138361180733085,0.056021078004025275,0.04259901354494475,0.00393160000021453
Local spike,B-spline,0.0014392321873111654,0.037937213752609264,0.048234325852956915,0.0008426999993389472
Local spike,Smoothing spline,0.15006576998769347,0.38738323400438157,0.1506788187632079,0.00011989999984507449
Local spike,Linear,0.5837523521072756,0.7640368787612779,0.7867469849244078,0.00038810000114608556
Local spike,Polynomial,0.2519290728863209,0.5019253658526543,0.3577328948979418,0.0007146999996621162
Local spike,Nadaraya-Watson,0.006653249307860099,0.08156745250318966,0.09978132331961953,0.0002303000001120381
Local spike,Local linear,0.005742432541150281,0.0757788396661646,0.03252206452024788,0.003687900001750677
Local spike,Local quadratic,0.003052097308548021,0.05524578996220455,0.04018355213421514,0.003992300000390969
Local spike,B-spline,0.0019546576425809427,0.044211510295181534,0.03170506792258528,0.0008348999999725493
Local spike,Smoothing spline,0.1778853623992015,0.42176458172682246,0.22642492604982994,0.00012090000018361025
Local spike,Linear,0.5780482380749286,0.7602948362805896,0.6851989472452444,0.00039199999991978984
Local spike,Polynomial,0.2460574849598877,0.49604181775318873,0.25609901943954594,0.0006794000000809319
Local spike,Nadaraya-Watson,0.008821484114337717,0.09392275610488503,0.0773144049064917,0.00020939999922120478
Local spike,Local linear,0.006753309014734105,0.08217851918070869,0.03161334543347482,0.0036485999989963602
Local spike,Local quadratic,0.0017431158434325503,0.041750638838615996,0.03383674986460523,0.004019899999548215
Local spike,B-spline,0.0013369490297164286,0.03656431360926154,0.02866269881656358,0.0008254999993368983
Local spike,Smoothing spline,0.16391828730129962,0.4048682344927787,0.12499213891920989,0.00010700000166252721
Local spike,Linear,0.5883346392109874,0.7670297511902568,0.7233620759038474,0.0004184000008535804
Local spike,Polynomial,0.24830174040407268,0.4982988464807767,0.27283109584646115,0.0007002000002103159
Local spike,Nadaraya-Watson,0.007948380147915445,0.089153688358449,0.0903193451650559,0.00022269999863056
Local spike,Local linear,0.005591690273297029,0.07477760542633756,0.029744256656706665,0.0036760000002686866
Local spike,Local quadratic,0.0019498333381457844,0.04415691721741662,0.049344677534853464,0.003958900000725407
Local spike,B-spline,0.0015783011587344711,0.039727838586241654,0.0471241739800838,0.0008194999991246732
Local spike,Smoothing spline,0.1732570568287263,0.4162415846941849,0.162993163872265,0.00010019999899668619
Local spike,Linear,0.5898942729806558,0.76804574927582,0.7851555307828354,0.0004341000003478257
Local spike,Polynomial,0.25574363906150166,0.505711023274658,0.40286691319084306,0.0006988000004639616
Local spike,Nadaraya-Watson,0.013138529839064099,0.11462342622284548,0.11144398897077894,0.00026020000041171443
Local spike,Local linear,0.006778574656852303,0.08233209979620526,0.04274368461294767,0.0036460999999690102
Local spike,Local quadratic,0.0031219579589428412,0.05587448397025999,0.05024883285471069,0.00396309999996447
Local spike,B-spline,0.0015912504716864304,0.039890480965844854,0.05328660554218331,0.0008584000006521819
Local spike,Smoothing spline,0.15765180385153318,0.39705390547321556,0.18954857332620562,0.00010260000090056565
Local spike,Linear,0.57440292293696,0.7578937411913098,0.68726190958139,0.00041850000161502976
Local spike,Polynomial,0.24218133199859318,0.4921192253901418,0.330964575520521,0.0007561000002169749
Local spike,Nadaraya-Watson,0.010864654160664624,0.104233651766906,0.055211982942377405,0.0002182000007451279
Local spike,Local linear,0.007587434365723113,0.08710588020175855,0.07953031516932782,0.0036373999992065364
Local spike,Local quadratic,0.0038199314243036234,0.06180559379460425,0.08430397234316411,0.003882399998474284
Local spike,B-spline,0.002749449813745061,0.05243519632598948,0.09557830426388131,0.0008261000002676155
Local spike,Smoothing spline,0.15404118538098133,0.3924808089333558,0.18828029149834827,0.00010339999971620273
Local spike,Linear,0.57453056118409,0.7579779424126337,0.720126931143111,0.0004000999997515464
Local spike,Polynomial,0.24180711736486576,0.4917388711144013,0.3212887354814724,0.0006402999988495139
Local spike,Nadaraya-Watson,0.010511814542925723,0.10252714051862426,0.10837976008494302,0.0002137000010407064
Local spike,Local linear,0.005554513316836999,0.07452860737218292,0.037230801741963464,0.00367769999866141
Local spike,Local quadratic,0.001520355059359284,0.03899173065355376,0.03895171148994479,0.0038664999992761295
Local spike,B-spline,0.0016493678194981292,0.040612409673622285,0.04747238799646298,0.0008214999998017447
Local spike,Smoothing spline,0.14509438176895503,0.3809125644671688,0.1512467438801789,0.00010169999950448982
Local spike,Linear,0.5778054069520708,0.7601351241404852,0.6274149193077748,0.0003956000000471249
Local spike,Polynomial,0.2455767030132026,0.49555696243035735,0.3039105622421594,0.0006534999993164092
Local spike,Nadaraya-Watson,0.007238661198862768,0.08508032204254265,0.0710651478026573,0.00023260000125446822
Local spike,Local linear,0.006022225640943326,0.07760300020581244,0.058829760246927036,0.003616899999542511
Local spike,Local quadratic,0.002500740474798526,0.05000740419976352,0.06902309372713988,0.00395599999865226
Local spike,B-spline,0.001674898287814858,0.040925521228383374,0.048631064284009776,0.0008259000005637063
Local spike,Smoothing spline,0.13486631277224476,0.3672414910821553,0.17564358228299376,0.00010370000018156134
Local spike,Linear,0.5757806482200061,0.7588021140060207,0.7372207340217971,0.000347400000464404
Local spike,Polynomial,0.24318121794393746,0.49313407704592616,0.2749413823527049,0.0006680999995296588
Local spike,Nadaraya-Watson,0.01155339829758465,0.10748673544947139,0.09245474100261122,0.00022019999960321002
Local spike,Local linear,0.00726754524231137,0.08524989878182478,0.04797364146432167,0.0036147999999229796
Local spike,Local quadratic,0.0031268321267744893,0.0559180840763924,0.06246940165695785,0.003901899999618763
Local spike,B-spline,0.004525477961559338,0.06727167280185128,0.086475586094841,0.0008328999992954778
Local spike,Smoothing spline,0.1426455254470972,0.37768442574071964,0.10378570550184908,9.999999929277692e-05
Local spike,Linear,0.5758438582517422,0.7588437640593366,0.6953718380728042,0.0003679999990708893
Local spike,Polynomial,0.2435819053148204,0.49354017598856165,0.3206105171882372,0.0006721999998262618
Local spike,Nadaraya-Watson,0.004766713372784396,0.06904138883875668,0.07940054967920832,0.0002103000006172806
Local spike,Local linear,0.004996797985616807,0.07068803283170927,0.02039134450874858,0.0035910999995394377
Local spike,Local quadratic,0.0020825564298431742,0.04563503511385933,0.02345245104107964,0.0039022000000841217
Local spike,B-spline,0.0011231342247388183,0.03351319478561867,0.023826077452058794,0.0008469999993394595
Local spike,Smoothing spline,0.15238653793916693,0.39036718348135635,0.16124212262651869,0.00012180000157968607
Local spike,Linear,0.5746243833915166,0.7580398296867498,0.6907653890666722,0.00035969999953522347
Local spike,Polynomial,0.24779484973000207,0.49778996547741106,0.3326083814100429,0.0006993000006332295
Local spike,Nadaraya-Watson,0.013476138028357017,0.11608676939409167,0.12942251305848976,0.0002212999988842057
Local spike,Local linear,0.009397395269409952,0.09694016334528198,0.08234270187646979,0.003678199998830678
Local spike,Local quadratic,0.0053093384359113325,0.07286520730713207,0.08856716325976126,0.003927100000510109
Local spike,B-spline,0.003743543634585157,0.061184504856909294,0.09012298262270023,0.0009286000004067319
Local spike,Smoothing spline,0.15574711596339536,0.3946480912957712,0.17637656224330547,0.00010119999933522195
Local spike,Linear,0.5749848249888418,0.7582775382330943,0.7349085980953999,0.0004394000006868737
Local spike,Polynomial,0.24282830557544904,0.4927761211498068,0.2527042244343503,0.000680199998896569
Local spike,Nadaraya-Watson,0.006838032331518002,0.08269239585063431,0.07184715982601213,0.00021120000019436702
Local spike,Local linear,0.007409704299388323,0.08607963928472472,0.020697880800086447,0.0036254999995435355
Local spike,Local quadratic,0.0018918087933404936,0.043494928363436734,0.03374012491190074,0.004051600000821054
Local spike,B-spline,0.0011966140823344725,0.03459211011682393,0.037762201193817464,0.0008319999997183913
Local spike,Smoothing spline,0.16500455793559013,0.4062075306239289,0.13611448842559615,9.999999929277692e-05
Local spike,Linear,0.5795650399049499,0.761291691735139,0.8002171517508746,0.00040169999920181
Local spike,Polynomial,0.24477595798606858,0.4947483784572402,0.3277495618322117,0.000671600000714534
Local spike,Nadaraya-Watson,0.01039819555154106,0.10197154285162631,0.11972911209221748,0.00022820000049250666
Local spike,Local linear,0.007232955839812792,0.08504678618156475,0.0672334702036001,0.003714800001034746
Local spike,Local quadratic,0.0038797632078508395,0.062287745246162506,0.08581203716016789,0.003925700000763754
Local spike,B-spline,0.005465691271589183,0.07393031361754922,0.12501366660805568,0.0008407000004808651
Local spike,Smoothing spline,0.1454833458430761,0.38142279145729624,0.12592590492765224,0.00011989999984507449
Local spike,Linear,0.5770531440851755,0.7596401411755276,0.758048175858808,0.00039900000047055073
Local spike,Polynomial,0.24362545847848513,0.493584297236536,0.2803181535367251,0.0007083999989845324
Local spike,Nadaraya-Watson,0.008797418463614265,0.09379455455203284,0.1393557906325027,0.00021050000032118987
Local spike,Local linear,0.0066102922505693815,0.0813037037936734,0.1030378207612245,0.0036951999991288176
Local spike,Local quadratic,0.0035648872988989703,0.05970667717181195,0.10789892443408543,0.004068000000188476
Local spike,B-spline,0.003370935116734597,0.058059754707840416,0.10380510192543155,0.0008746000003156951
Local spike,Smoothing spline,0.12894484849074214,0.359088914463733,0.18015734207548278,9.569999929226469e-05
Local spike,Linear,0.5773020966385267,0.759803985669019,0.7342286499411951,0.0003541999994922662
Local spike,Polynomial,0.24735729820752994,0.4973502771764885,0.4119392687717063,0.0006559000012202887
Local spike,Nadaraya-Watson,0.008973482807226043,0.09472846883184613,0.13160804219161024,0.000221800000872463
Local spike,Local linear,0.005025073680358302,0.07088775409306111,0.04902799581110801,0.003646400000434369
Local spike,Local quadratic,0.0021871940429939,0.04676744640232028,0.06274062993279816,0.0038468000002467306
Local spike,B-spline,0.0019511365873574845,0.04417167177453763,0.05608242726443046,0.0007944999997562263
Local spike,Smoothing spline,0.13985338358272986,0.37396976292573425,0.16433040971281387,9.979999958886765e-05
Local spike,Linear,0.5940095206351469,0.7707201311988333,0.5978437135190952,0.0003417999996599974
Local spike,Polynomial,0.24743235659111049,0.4974257297236548,0.23885125829059406,0.0006714000010106247
Local spike,Nadaraya-Watson,0.0082277742544912,0.09070707940668798,0.1109331278056451,0.0002421000008325791
Local spike,Local linear,0.005816201013605866,0.07626402175079587,0.05474059290723143,0.003609699999287841
Local spike,Local quadratic,0.00197929707042623,0.04448929163772143,0.05121930809437745,0.00391959999979008
Local spike,B-spline,0.0017811072328086793,0.04220316614673216,0.057213491508991826,0.0008266000004368834
Local spike,Smoothing spline,0.16933706847007557,0.411505854721504,0.12803182515425382,9.959999988495838e-05
Local spike,Linear,0.5754546384624177,0.7585872648960156,0.6712825088571196,0.00035030000071856193
Local spike,Polynomial,0.24252359307610974,0.49246684464653023,0.2760411393377256,0.0006458999996539205
Local spike,Nadaraya-Watson,0.005953670248123425,0.07716003012002669,0.09776702455949146,0.0002268999996886123
Local spike,Local linear,0.0055740585089887875,0.07465961765900483,0.08478794035336124,0.003601899999921443
Local spike,Local quadratic,0.0028114161110121267,0.05302278860086601,0.09647981024098051,0.0038640000002487795
Local spike,B-spline,0.0030680171870857737,0.05538968484371232,0.09974321040052768,0.0008613000009063398
Local spike,Smoothing spline,0.12834587417027038,0.35825392415194895,0.14440008343792904,9.719999980006833e-05
Local spike,Linear,0.5915769864727953,0.769140420516823,0.8845556251285247,0.0003300000007584458
Local spike,Polynomial,0.24550378174119383,0.495483381902152,0.3981834311078292,0.0006567000000359258
Local spike,Nadaraya-Watson,0.008924912451726002,0.094471754782718,0.1594091342977188,0.0002089000008709263
Local spike,Local linear,0.005448984952158981,0.07381724020958098,0.09139298837932743,0.0035662999998749
Local spike,Local quadratic,0.003896318491118321,0.062420497363593,0.10428646746515234,0.0038603000011789845
Local spike,B-spline,0.003391259343068256,0.05823452020123679,0.1045821955542849,0.0008010999990801793
Local spike,Smoothing spline,0.15164224715148214,0.38941269515962385,0.18027198698106037,9.839999984251335e-05
Local spike,Linear,0.5760135918498264,0.7589555928048929,0.714283441509976,0.00040529999932914507
Local spike,Polynomial,0.2442312697742834,0.4941976019511663,0.30795190165236613,0.0006536999990203185
Local spike,Nadaraya-Watson,0.006686381577496534,0.08177029764833031,0.11631165593204838,0.00027629999931377824
Local spike,Local linear,0.005399461365902289,0.07348102725127276,0.07243048806312516,0.003635299999587005
Local spike,Local quadratic,0.0018822092264566496,0.043384435301806676,0.06391028286948751,0.0038650999995297752
Local spike,B-spline,0.0021662584952561715,0.04654308214177668,0.08348892667302955,0.0008225000001402805
Local spike,Smoothing spline,0.12340698216294993,0.35129329934251513,0.12479132396422192,9.749999844643753e-05
Local spike,Linear,0.5786137564129784,0.7606666526231963,0.7283495362808196,0.0003870999989885604
Local spike,Polynomial,0.24448381172343273,0.4944530429913772,0.3597687002776801,0.0006508999995276099
Local spike,Nadaraya-Watson,0.011514960289418565,0.10730778298622409,0.0885034097806824,0.00020430000040505547
Local spike,Local linear,0.009710839724794324,0.09854359301747792,0.06486941964296748,0.0036041999992448837
Local spike,Local quadratic,0.004397875493240571,0.06631647980133272,0.06304845557575142,0.003895899999406538
Local spike,B-spline,0.0026409407596644447,0.05139008425430381,0.0765667948682087,0.0008220999989134725
Local spike,Smoothing spline,0.16575872393495764,0.40713477367446477,0.218755272683932,0.0001007999999274034
Local spike,Linear,0.5789531095689199,0.7608896829165972,0.768549417565719,0.00038410000161093194
Local spike,Polynomial,0.2496236449746488,0.49962350322482707,0.3878255356323599,0.0007019000004220288
Local spike,Nadaraya-Watson,0.006435160376965122,0.08021945136290276,0.08494786604067162,0.00020559999938996043
Local spike,Local linear,0.004641508846682858,0.06812861987948132,0.02423597556695275,0.0036264999998820713
Local spike,Local quadratic,0.002115750703604857,0.04599729017675777,0.03532020678737757,0.0038959000012255274
Local spike,B-spline,0.0028318346658807924,0.0532149853507524,0.026615351207913928,0.0008084000000962988
Local spike,Smoothing spline,0.1282024244519934,0.3580536614140308,0.13935705593939962,9.820000013860408e-05
Local spike,Linear,0.5776106281012605,0.7600069921397175,0.7601032883999488,0.00039180000021588057
Local spike,Polynomial,0.24796083160270502,0.4979566563494307,0.36279530853553565,0.000659700001051533
Local spike,Nadaraya-Watson,0.008374898579016403,0.09151447196491057,0.07637929054772001,0.0002012999993894482
Local spike,Local linear,0.007283708512047846,0.08534464547965412,0.048584349978563916,0.00366310000026715
Local spike,Local quadratic,0.0030141703955985947,0.054901460778367224,0.07403046655854917,0.003809599998930935
Local spike,B-spline,0.002484157819833066,0.04984132642529757,0.06418259752563073,0.0008108999991236487
Local spike,Smoothing spline,0.14828127377134084,0.38507307588474793,0.15164209471126805,9.920000047713984e-05
Local spike,Linear,0.5795309613913155,0.7612693093717331,0.6906872193198969,0.0003925000000890577
