Function,Method,ISE,RMSE,Boundary RMSE,Time
Local spike,Polynomial,0.24448325219640002,0.4944524771870397,0.30986945121725956,0.000685800001519965
Local spike,Nadaraya-Watson,0.010062538107069832,0.10031220318121735,0.06252624107427603,0.00021809999998367857
Local spike,Local linear,0.005850856623833877,0.0764908924240911,0.058719563526427085,0.0035819999993691454
Local spike,Local quadratic,0.0027184895139245853,0.052139136106427626,0.06297914018374026,0.004792400000951602
Local spike,B-spline,0.00207460332726003,0.045547813638637254,0.06399020321074253,0.0009630999993532896
Local spike,Smoothing spline,0.1308157007171791,0.3616845320402562,0.1353958382702927,0.00011190000077476725
Local spike,Linear,0.5765936813657871,0.759337659652007,0.7278836328763144,0.0003996999985247385
Local spike,Polynomial,0.2425309152104142,0.4924742787297771,0.23781216707439817,0.0006510000002890592
Local spike,Nadaraya-Watson,0.010709034408375652,0.1034844645750059,0.08854781441440861,0.00020359999871288892
Local spike,Local linear,0.008540083667084336,0.09241257310065734,0.05124673110325064,0.004429099999470054
Local spike,Local quadratic,0.002582860518971973,0.050821850802307195,0.056535280719607284,0.004310700000132783
Local spike,B-spline,0.001949584964656048,0.04415410473167866,0.054085759010364304,0.0008324999998876592
Local spike,Smoothing spline,0.15287555728346966,0.39099303994249013,0.11770111090984825,0.00010860000111279078
Local spike,Linear,0.5840985797242506,0.7642634229925246,0.6793090647186073,0.00043929999992542434
Local spike,Polynomial,0.25832418196650125,0.5082560200986322,0.3458537798007582,0.0008238999998866348
Local spike,Nadaraya-Watson,0.01448046629320466,0.12033480915015679,0.08001069797316233,0.00030219999825931154
Local spike,Local linear,0.006796909425771802,0.08244337102382339,0.03956300783667057,0.004076399998666602
Local spike,Local quadratic,0.0027687482445569386,0.05261889626889696,0.05237563732446208,0.004695300000093994
Local spike,B-spline,0.0017430082365284963,0.04174935013300801,0.03701768877781506,0.0010277000001224224
Local spike,Smoothing spline,0.15371478246259873,0.3920647681985704,0.16808049443282444,0.00016820000018924475
Local spike,Linear,0.5756846014193857,0.7587388229288031,0.720776843512711,0.0006322000008367468
Local spike,Polynomial,0.24613898969273396,0.49612396605358017,0.3147217057983993,0.0007394000003841938
Local spike,Nadaraya-Watson,0.0093444170838977,0.09666652514649371,0.1072046113063137,0.00023499999952036887
Local spike,Local linear,0.006837461420009108,0.08268894375918166,0.07362056869711775,0.004176599999482278
Local spike,Local quadratic,0.004053161447478762,0.06366444413861447,0.0755261927101599,0.00449309999930847
Local spike,B-spline,0.003581640955458843,0.05984681240850546,0.07748873601362033,0.001154800000222167
Local spike,Smoothing spline,0.13271060419413802,0.36429466671108157,0.12696847983779352,0.00011389999963284936
Local spike,Linear,0.5756971169699012,0.7587470704852186,0.7514295525559361,0.0004805000007763738
Local spike,Polynomial,0.24614546099420817,0.4961304878700846,0.3423309872272765,0.0007488999999623047
Local spike,Nadaraya-Watson,0.009531178288714737,0.09762775368057353,0.09781485579665268,0.0002702000001590932
Local spike,Local linear,0.005603165637251598,0.07485429605073846,0.03164503885097202,0.004351499999756925
Local spike,Local quadratic,0.002117556800821585,0.046016918636753425,0.03661757189384872,0.004281200001059915
Local spike,B-spline,0.0012671415734216349,0.03559693207878503,0.043392893136366295,0.000904399999853922
Local spike,Smoothing spline,0.13583271387914647,0.3685548994100424,0.11300968720697983,9.929999941959977e-05
Local spike,Linear,0.5766071150230793,0.759346505241895,0.7484826462781271,0.0004067999998369487
Local spike,Polynomial,0.24520632385384403,0.4951831215357042,0.34824785809787434,0.0007685000000492437
Local spike,Nadaraya-Watson,0.01632350663992987,0.1277634792886053,0.09809913385675009,0.00022080000053392723
Local spike,Local linear,0.008794291667730632,0.09377788474758125,0.08935286225454794,0.004149899999902118
Local spike,Local quadratic,0.008002489351158572,0.08945663391363758,0.1483076212097746,0.0049539999999979045
Local spike,B-spline,0.005176465207379403,0.07194765602421946,0.10661519043547217,0.000825399998575449
Local spike,Smoothing spline,0.14676207282649895,0.3830953834575652,0.12147413157550609,9.989999853132758e-05
Local spike,Linear,0.5769585736867041,0.7595778917837881,0.7126662817866195,0.00039619999915885273
Local spike,Polynomial,0.24626491053302155,0.49625085444059597,0.3011108293659145,0.0006762000011804048
Local spike,Nadaraya-Watson,0.0062501691340007,0.07905801119431667,0.06945791502775372,0.00020910000057483558
Local spike,Local linear,0.003906094485720279,0.06249875587337942,0.022423060465593888,0.0035653000013553537
Local spike,Local quadratic,0.0019589570144527132,0.044260106353834185,0.03954418159410823,0.0038222999992285622
Local spike,B-spline,0.0010734984760382696,0.03276428659437391,0.014233994948544666,0.000807399999757763
Local spike,Smoothing spline,0.1345566620945714,0.36681965881693335,0.1505852746411116,9.710000085760839e-05
Local spike,Linear,0.5812688711583508,0.7624099101915917,0.81632453262812,0.00035539999953471124
Local spike,Polynomial,0.2447570972736785,0.4947293171762499,0.3326044720552619,0.0005997999996907311
Local spike,Nadaraya-Watson,0.008190755801397128,0.09050279443971401,0.06041007256608955,0.00020560000120894983
Local spike,Local linear,0.009717866419214051,0.09857923929111063,0.039984862896257065,0.00359539999953995
Local spike,Local quadratic,0.004855562161385052,0.06968186393449197,0.038326893727526436,0.003891000000294298
Local spike,B-spline,0.0021747674753159513,0.04663440227252785,0.04127848814286284,0.0008499000014126068
Local spike,Smoothing spline,0.16777710659681433,0.4096060382816815,0.19522504742747024,9.850000060396269e-05
Local spike,Linear,0.5789581473995489,0.7608929933962784,0.7914456385298553,0.00036920000093232375
Local spike,Polynomial,0.24425330235717474,0.4942198927169714,0.35504919245073346,0.0006370999999489868
Local spike,Nadaraya-Watson,0.009773562915008712,0.09886133174810419,0.08003108354917471,0.00022290000015345868
Local spike,Local linear,0.008124780252746986,0.09013756293991416,0.03721960969209351,0.0036366999993333593
Local spike,Local quadratic,0.003831052380070734,0.0618954956363606,0.05505196985288973,0.0038067999994382262
Local spike,B-spline,0.002630061493281792,0.05128412515858872,0.060754814985224115,0.0008120000002236338
Local spike,Smoothing spline,0.15310231523384082,0.3912829094579021,0.18144670843562513,9.820000013860408e-05
Local spike,Linear,0.5865562903911019,0.7658696301532669,0.6312042701707093,0.0003581000000849599
Local spike,Polynomial,0.2490765450803444,0.49907569073272284,0.25095694447737377,0.0006472000004578149
Local spike,Nadaraya-Watson,0.007205441158562449,0.08488487002147349,0.05958267098758154,0.00020989999939047266
Local spike,Local linear,0.007233919955316774,0.08505245414047012,0.058417642178029965,0.0036443999997572973
Local spike,Local quadratic,0.0029211952522933387,0.05404808278092146,0.05515732064308967,0.0038586999999097316
Local spike,B-spline,0.0017497043961254622,0.0418294680354109,0.0518623504947302,0.0007997000011528144
Local spike,Smoothing spline,0.160822103007063,0.4010263121131368,0.1653210140388966,0.00010339999971620273
Local spike,Linear,0.5801663795657537,0.7616865362901944,0.6803946429438064,0.00035340000067662913
Local spike,Polynomial,0.2503366333388779,0.5003365200931048,0.2698019480087529,0.0006564999985130271
Local spike,Nadaraya-Watson,0.00631778163520251,0.0794844741770524,0.06611226620800115,0.00020960000074410345
Local spike,Local linear,0.006451365807747105,0.08032039471857136,0.07586690604272962,0.00364120000085677
Local spike,Local quadratic,0.0032598159182375976,0.057094797645999215,0.08284653484708816,0.0038681000005453825
Local spike,B-spline,0.001857582762345118,0.043099684016766504,0.07075011885908292,0.0007875999999669148
Local spike,Smoothing spline,0.1617250889926221,0.4021505799978686,0.17582793512731262,9.950000094249845e-05
Local spike,Linear,0.5749836007319493,0.7582767309709229,0.6811849389185667,0.0003442999986873474
Local spike,Polynomial,0.2425197962172785,0.4924629896929093,0.28264687963898194,0.0006395000000338769
Local spike,Nadaraya-Watson,0.008612031019080861,0.09280102919192686,0.07056687976533424,0.00019979999888164457
Local spike,Local linear,0.008686634408629535,0.09320211590210566,0.03891942272382701,0.0035932000009779586
Local spike,Local quadratic,0.003907912512744463,0.06251329868711507,0.04221954041173873,0.0038484000015159836
Local spike,B-spline,0.001924187815784854,0.04386556526234278,0.046210601620458765,0.0008553000006941147
Local spike,Smoothing spline,0.15590908423955602,0.3948532439268494,0.1437458692648583,9.810000119614415e-05
Local spike,Linear,0.5774960151447955,0.7599315858317744,0.7299030968997561,0.00038979999953880906
Local spike,Polynomial,0.24817944728665187,0.49817612075113743,0.3023733703806434,0.0006517000001622364
Local spike,Nadaraya-Watson,0.008332746525219679,0.09128387878053648,0.03612306731426044,0.00020149999909335747
Local spike,Local linear,0.005794176777272432,0.07611949012751223,0.07350480766062623,0.003627500000220607
Local spike,Local quadratic,0.0023539447918088366,0.04851746893448623,0.0693115698207555,0.003901600000972394
Local spike,B-spline,0.0017002936341850776,0.04123461693995808,0.06929922173533264,0.0008104999997158302
Local spike,Smoothing spline,0.16492224388458607,0.406106197791398,0.16819418163587307,9.990000035031699e-05
Local spike,Linear,0.57561131634579,0.758690527386358,0.7251842176698128,0.00040889999945648015
Local spike,Polynomial,0.24418387688600796,0.49414965029432933,0.30947082056994657,0.0006553000002895715
Local spike,Nadaraya-Watson,0.006043886730795287,0.07774243841554809,0.054335312501611506,0.00020170000061625615
Local spike,Local linear,0.007076923128654675,0.08412445024280797,0.05283321167187826,0.003620900000896654
Local spike,Local quadratic,0.003028249149716612,0.055029529797342554,0.049849293937619346,0.0038717999996151775
Local spike,B-spline,0.0021072512164810133,0.04590480602813842,0.04882017353242438,0.0007913999997981591
Local spike,Smoothing spline,0.14716880565260246,0.38362586676683114,0.16136348579294799,0.00010120000115421135
Local spike,Linear,0.580324415045945,0.7617902697238558,0.7897617733023611,0.00038069999936851673
Local spike,Polynomial,0.2436523705806095,0.49361155839446214,0.29111677056609114,0.0006658000002062181
Local spike,Nadaraya-Watson,0.012301172398080547,0.11091065051689376,0.08944924089788497,0.00022569999964616727
Local spike,Local linear,0.01176251414520647,0.1084551250296936,0.11395409961224187,0.0035707000006368617
Local spike,Local quadratic,0.008537782829311717,0.09240012353515398,0.13524528710094358,0.003908300001057796
Local spike,B-spline,0.006641183129124507,0.08149345451706233,0.13408153814606127,0.0008355999998457264
Local spike,Smoothing spline,0.17105881473231463,0.4135925709346272,0.15134306086917623,9.929999941959977e-05
Local spike,Linear,0.5895204474172527,0.7678023491871152,0.7856852027408419,0.0003911000003427034
Local spike,Polynomial,0.2551728564151743,0.5051463712778449,0.35748196938230103,0.0006799000002501998
Local spike,Nadaraya-Watson,0.006497432937480163,0.08060665566490254,0.09876181754840548,0.00021469999956025276
Local spike,Local linear,0.003307447373676858,0.05751041100250335,0.029591545645647418,0.0036122999990766402
Local spike,Local quadratic,0.002576484690668447,0.05075908480920875,0.03689710824886964,0.003907199999957811
Local spike,B-spline,0.00201940940023281,0.044937839291990994,0.04838658046996066,0.0007777999999234453
Local spike,Smoothing spline,0.13512664110966477,0.3675957577416594,0.12306888565271093,0.00010339999971620273
Local spike,Linear,0.5782258045662766,0.7604116020723753,0.778055993784234,0.00039170000127342064
Local spike,Polynomial,0.2457923127461868,0.4957744575370809,0.3099232142875432,0.0006611999997403473
Local spike,Nadaraya-Watson,0.006867402116738043,0.08286979013330517,0.12365018070437622,0.00021390000074461568
Local spike,Local linear,0.005628554116683043,0.07502369036966285,0.05180097697075827,0.0036445999994612066
Local spike,Local quadratic,0.0026086772884032633,0.05107521207399205,0.057481572115317695,0.003872699999192264
Local spike,B-spline,0.0018263293453857532,0.04273557470522367,0.06421417126767523,0.0008194000001822133
Local spike,Smoothing spline,0.1352224733240949,0.36772608463922557,0.11267273226107319,0.00010199999996984843
Boundary change,Linear,0.07463229259375945,0.2731891150718847,0.3471974042733917,0.0003880000003846362
Boundary change,Polynomial,0.02988681315309391,0.17287802970040442,0.2808336145364845,0.0006676000011793803
Boundary change,Nadaraya-Watson,0.0035961008410424268,0.05996749820563158,0.10364662208392364,0.00022250000074564014
Boundary change,Local linear,0.001954341787410347,0.04420793805879604,0.05318287696870403,0.0036065999993297737
Boundary change,Local quadratic,0.0011037470496435687,0.03322268877805601,0.03624182246641515,0.0038753999997425126
Boundary change,B-spline,0.002139085089423957,0.04625024420934399,0.0644575721135301,0.0008745000013732351
Boundary change,Smoothing spline,0.0076039828958644,0.08720081935317121,0.1357198244421226,0.00012649999916902743
Boundary change,Linear,0.075090042231459,0.27402562331187025,0.3311172867466196,0.00040749999971012585
Boundary change,Polynomial,0.02988646731020774,0.17287702944638927,0.2790279616850898,0.0006819999998697313
Boundary change,Nadaraya-Watson,0.003657034825436011,0.06047342247166115,0.10224386947182057,0.00022460000036517158
Boundary change,Local linear,0.002150014228657226,0.046368245908781434,0.06183535067760923,0.0035735000001295703
Boundary change,Local quadratic,0.0027678369646795807,0.05261023631081294,0.018428595534377635,0.003950199999962933
Boundary change,B-spline,0.0045512767682403974,0.06746315118818863,0.02597984528073022,0.0008001000005606329
Boundary change,Smoothing spline,0.010488391604279102,0.1024128488241544,0.1556926976980763,0.00012579999929585028
Boundary change,Linear,0.07525533854735988,0.27432706491952247,0.33135229367037516,0.0003640000013547251
Boundary change,Polynomial,0.030099393686147544,0.1734917683527018,0.26486066478404435,0.0006701000002067303
